,country,count_total,cust_id,churn
3297,CD,37,17,No
3298,AB,58,19,No
3299,AB,9,18,Yes
3300,AB,128,3,Yes
3301,AB,31,2,Yes
3302,AB,171,11,Yes
3303,CD,50,10,No
3304,CD,153,1,No
3305,AB,152,7,Yes
3306,CD,102,1,Yes
3307,CD,151,15,No
3308,CD,159,16,Yes
3309,CD,106,14,Yes
3310,AB,78,15,No
3311,CD,13,5,No
3312,AB,27,3,No
3313,CD,34,2,Yes
3314,AB,148,9,No
3315,AB,168,11,No
3316,CD,177,15,No
3317,AB,32,13,Yes
3318,AB,64,12,Yes
3319,AB,35,1,Yes
3320,AB,155,2,No
3321,CD,126,12,No
3322,CD,85,3,No
3323,CD,11,5,Yes
3324,CD,80,12,Yes
3325,CD,88,12,Yes
3326,CD,153,9,Yes
3327,AB,152,4,No
3328,AB,104,10,Yes
3329,CD,53,10,No
3330,AB,179,18,Yes
3331,CD,163,8,No
3332,CD,14,7,No
3333,AB,101,17,No
3334,CD,67,5,No
3335,CD,176,6,No
3336,CD,26,11,No
3337,CD,176,5,No
3338,CD,53,2,No
3339,CD,150,8,No
3340,CD,61,1,No
3341,AB,126,10,Yes
3342,CD,120,14,Yes
3343,CD,59,9,Yes
3344,CD,60,10,Yes
3345,CD,133,19,Yes
3346,AB,166,9,No
3347,AB,123,2,No
3348,CD,60,1,Yes
3349,CD,51,2,Yes
3350,AB,160,15,No
3351,AB,112,12,No
3352,AB,1,6,No
3353,CD,35,13,Yes
3354,AB,151,13,No
3355,CD,139,7,Yes
3356,AB,129,14,No
3357,CD,99,17,No
3358,CD,122,12,No
3359,CD,8,6,Yes
3360,AB,69,17,No
3361,AB,118,1,Yes
3362,CD,169,9,Yes
3363,AB,121,16,No
3364,AB,48,18,Yes
3365,AB,151,12,No
3366,AB,155,11,Yes
3367,AB,82,13,Yes
3368,CD,11,11,Yes
3369,AB,69,11,No
3370,CD,19,5,No
3371,AB,57,17,No
3372,AB,130,1,No
3373,CD,82,16,No
3374,CD,136,7,No
3375,AB,157,9,Yes
3376,CD,83,6,No
3377,AB,39,16,No
3378,AB,39,3,No
3379,CD,84,14,No
3380,AB,154,14,Yes
3381,AB,82,8,Yes
3382,AB,122,9,No
3383,CD,166,12,No
3384,CD,14,3,No
3385,AB,78,8,Yes
3386,CD,60,9,No
3387,CD,75,1,No
3388,AB,107,19,Yes
3389,AB,72,6,Yes
3390,CD,100,18,No
3391,CD,114,17,Yes
3392,AB,148,11,No
3393,AB,5,9,No
3394,CD,103,17,No
3395,CD,172,15,Yes
3396,CD,22,4,Yes
3397,AB,9,8,No
3398,AB,178,7,Yes
3399,AB,19,17,No
3400,AB,59,13,Yes
3401,AB,85,18,Yes
3402,CD,76,4,Yes
3403,AB,10,14,Yes
3404,AB,109,18,Yes
3405,CD,93,1,No
3406,CD,37,16,Yes
3407,CD,151,2,No
3408,CD,164,16,Yes
3409,CD,127,7,No
3410,AB,146,16,Yes
3411,CD,120,2,No
3412,AB,24,1,No
3413,AB,90,4,No
3414,AB,133,4,No
3415,CD,114,12,Yes
3416,AB,57,13,Yes
3417,CD,117,9,No
3418,AB,143,16,Yes
3419,CD,176,9,No
3420,AB,139,13,Yes
3421,AB,53,17,Yes
3422,AB,113,2,Yes
3423,CD,7,1,No
3424,AB,137,9,Yes
3425,AB,36,5,No
3426,AB,6,17,No
3427,AB,107,5,No
3428,AB,111,4,Yes
3429,AB,108,12,No
3430,CD,53,15,Yes
3431,CD,8,1,Yes
3432,AB,63,5,No
3433,CD,27,13,No
3434,AB,176,7,No
3435,AB,52,11,No
3436,CD,54,9,No
3437,CD,35,10,Yes
3438,CD,17,6,Yes
3439,CD,95,13,Yes
3440,AB,110,13,No
3441,CD,73,18,Yes
3442,AB,3,16,No
3443,AB,74,11,No
3444,CD,88,17,Yes
3445,AB,93,8,Yes
3446,CD,102,5,Yes
3447,CD,144,8,No
3448,CD,44,15,No
3449,CD,43,9,Yes
3450,AB,176,17,No
3451,CD,171,10,Yes
3452,AB,8,9,No
3453,CD,104,13,Yes
3454,CD,89,2,No
3455,CD,23,8,No
3456,CD,173,9,Yes
3457,CD,156,16,No
3458,CD,33,8,Yes
3459,AB,9,6,No
3460,CD,23,8,Yes
3461,CD,62,6,Yes
3462,AB,51,1,Yes
3463,AB,149,9,No
3464,AB,71,14,No
3465,AB,170,12,No
3466,AB,146,19,Yes
3467,CD,172,7,No
3468,AB,144,12,No
3469,AB,87,9,Yes
3470,CD,156,12,Yes
3471,CD,84,1,No
3472,CD,168,13,Yes
3473,AB,81,8,No
3474,AB,36,8,No
3475,CD,145,8,No
3476,CD,124,13,Yes
3477,CD,40,15,No
3478,AB,34,15,No
3479,AB,66,4,No
3480,AB,100,1,Yes
3481,CD,60,18,No
3482,AB,25,14,Yes
3483,CD,76,14,No
3484,AB,91,4,Yes
3485,CD,159,15,Yes
3486,AB,22,18,No
3487,AB,139,7,No
3488,AB,178,13,Yes
3489,AB,64,19,Yes
3490,CD,68,10,No
3491,CD,135,10,No
3492,AB,79,14,Yes
3493,CD,67,15,No
3494,AB,114,7,No
3495,CD,51,9,Yes
3496,CD,80,13,No
3497,AB,66,7,Yes
3498,AB,75,17,No
3499,CD,44,17,Yes
3500,AB,98,12,Yes
3501,CD,47,19,Yes
3502,AB,94,5,No
3503,CD,93,13,Yes
3504,CD,8,7,No
3505,AB,145,18,Yes
3506,AB,32,4,Yes
3507,CD,66,18,No
3508,CD,159,9,No
3509,CD,55,14,Yes
3510,CD,88,9,Yes
3511,AB,124,3,Yes
3512,CD,88,16,No
3513,CD,153,16,No
3514,CD,12,10,No
3515,AB,137,11,Yes
3516,CD,1,16,No
3517,CD,118,3,No
3518,AB,121,12,No
3519,CD,74,15,Yes
3520,CD,179,10,No
3521,CD,121,9,No
3522,CD,3,15,Yes
3523,AB,61,10,No
3524,CD,165,14,No
3525,AB,155,8,Yes
3526,CD,30,1,No
3527,AB,47,12,No
3528,AB,114,11,Yes
3529,CD,84,3,Yes
3530,CD,42,16,Yes
3531,CD,132,5,No
3532,CD,17,11,No
3533,AB,167,11,Yes
3534,CD,68,10,No
3535,AB,53,18,No
3536,AB,106,11,Yes
3537,AB,37,6,Yes
3538,CD,168,10,Yes
3539,AB,68,16,Yes
3540,CD,25,9,Yes
3541,CD,86,17,No
3542,AB,66,8,Yes
3543,CD,12,6,No
3544,CD,175,14,Yes
3545,CD,143,13,Yes
3546,AB,105,12,Yes
3547,AB,157,18,No
3548,AB,148,13,Yes
3549,AB,7,11,No
3550,AB,26,4,No
3551,AB,38,9,Yes
3552,AB,8,2,Yes
3553,AB,95,9,Yes
3554,CD,169,14,No
3555,AB,158,6,Yes
3556,CD,120,5,No
3557,AB,58,1,Yes
3558,CD,150,13,No
3559,CD,82,11,No
3560,CD,108,7,Yes
3561,CD,102,10,Yes
3562,CD,134,5,Yes
3563,AB,83,2,Yes
3564,AB,64,11,No
3565,AB,170,15,No
3566,CD,38,9,No
3567,AB,98,5,No
3568,CD,46,3,Yes
3569,AB,22,8,Yes
3570,CD,72,5,Yes
3571,AB,93,19,No
3572,AB,61,14,No
3573,AB,171,1,Yes
3574,CD,175,5,Yes
3575,CD,71,1,No
3576,AB,119,19,No
3577,CD,80,8,Yes
3578,AB,28,2,Yes
3579,AB,9,12,Yes
3580,CD,29,18,Yes
3581,AB,27,1,Yes
3582,CD,161,14,Yes
3583,AB,89,2,No
3584,CD,92,8,Yes
3585,CD,45,10,No
3586,AB,128,4,Yes
3587,AB,35,1,Yes
3588,CD,63,17,Yes
3589,CD,83,10,No
3590,CD,63,2,Yes
3591,CD,18,8,No
3592,AB,101,19,No
3593,CD,65,1,No
3594,AB,28,2,No
3595,CD,74,1,Yes
3596,CD,33,16,No
3597,CD,84,12,Yes
3598,AB,91,7,Yes
3599,CD,96,4,No
3600,AB,167,8,Yes
3601,CD,65,4,Yes
3602,CD,165,3,No
3603,AB,102,7,No
3604,AB,63,18,No
3605,CD,124,18,Yes
3606,AB,113,3,No
3607,CD,28,1,Yes
3608,CD,78,12,Yes
3609,AB,10,13,No
3610,CD,143,9,Yes
3611,AB,135,14,No
3612,CD,51,2,Yes
3613,AB,41,5,No
3614,CD,32,10,No
3615,CD,165,11,Yes
3616,CD,65,4,Yes
3617,AB,95,10,No
3618,CD,90,8,Yes
3619,AB,74,10,No
3620,AB,48,3,Yes
3621,CD,175,19,No
3622,AB,162,7,Yes
3623,CD,16,6,Yes
3624,AB,109,11,No
3625,AB,118,9,Yes
3626,CD,163,18,Yes
3627,AB,47,15,No
3628,CD,179,11,Yes
3629,AB,4,10,No
3630,CD,17,12,No
3631,CD,163,17,Yes
3632,AB,9,15,No
3633,AB,131,14,No
3634,AB,18,15,Yes
3635,CD,58,19,Yes
3636,AB,14,10,No
3637,AB,138,1,No
3638,CD,23,2,No
3639,CD,121,11,No
3640,AB,2,16,No
3641,AB,87,12,Yes
3642,AB,84,18,No
3643,AB,18,2,No
3644,CD,125,19,Yes
3645,AB,18,12,Yes
3646,AB,116,12,Yes
3647,AB,56,12,No
3648,CD,129,3,No
3649,CD,101,2,No
3650,CD,10,6,No
3651,AB,133,2,No
3652,AB,26,15,Yes
3653,AB,149,17,Yes
3654,AB,35,1,Yes
3655,CD,110,4,Yes
3656,AB,176,12,Yes
3657,CD,179,12,No
3658,CD,78,18,No
3659,AB,116,9,Yes
3660,CD,18,19,No
3661,CD,94,14,Yes
3662,AB,62,9,Yes
3663,CD,116,10,No
3664,AB,130,5,No
3665,AB,136,3,Yes
3666,AB,14,5,Yes
3667,AB,109,15,No
3668,AB,144,6,No
3669,CD,123,3,No
3670,CD,29,5,No
3671,AB,13,15,No
3672,CD,165,5,Yes
3673,CD,155,11,Yes
3674,AB,95,5,No
3675,AB,27,13,No
3676,AB,162,16,No
3677,AB,85,14,Yes
3678,AB,153,14,No
3679,CD,78,12,Yes
3680,AB,57,8,Yes
3681,CD,132,1,Yes
3682,AB,171,3,No
3683,AB,5,18,Yes
3684,AB,134,18,Yes
3685,AB,48,8,Yes
3686,AB,146,15,No
3687,CD,97,14,No
3688,AB,110,3,No
3689,CD,139,11,Yes
3690,CD,173,13,No
3691,AB,57,13,No
3692,AB,23,14,No
3693,AB,111,19,No
3694,AB,56,19,Yes
3695,CD,23,6,No
3696,CD,17,9,No
3697,CD,76,9,No
3698,AB,170,19,No
3699,CD,69,2,Yes
3700,AB,138,19,Yes
3701,AB,38,14,No
3702,CD,110,3,No
3703,AB,73,18,Yes
3704,CD,20,12,No
3705,AB,100,5,No
3706,CD,72,4,Yes
3707,AB,38,1,No
3708,CD,100,17,Yes
3709,CD,38,6,Yes
3710,AB,25,9,Yes
3711,CD,144,10,No
3712,CD,4,19,Yes
3713,CD,112,12,No
3714,CD,90,4,No
3715,CD,130,9,No
3716,CD,134,17,Yes
3717,CD,126,5,Yes
3718,AB,45,17,Yes
3719,AB,68,18,Yes
3720,CD,33,19,Yes
3721,AB,11,15,No
3722,CD,19,4,No
3723,CD,30,17,Yes
3724,CD,162,11,Yes
3725,AB,101,5,Yes
3726,CD,141,18,Yes
3727,CD,43,8,Yes
3728,CD,91,14,No
3729,AB,125,8,No
3730,AB,43,13,Yes
3731,AB,7,19,No
3732,AB,153,4,Yes
3733,CD,110,17,Yes
3734,CD,80,6,No
3735,CD,130,4,No
3736,CD,64,17,Yes
3737,CD,48,4,No
3738,CD,158,5,No
3739,AB,37,7,No
3740,CD,31,16,No
3741,AB,84,16,No
3742,CD,136,4,Yes
3743,CD,177,7,No
3744,AB,144,13,No
3745,CD,164,5,No
3746,AB,108,18,Yes
3747,CD,58,5,Yes
3748,AB,114,9,Yes
3749,CD,16,4,No
3750,AB,83,7,Yes
3751,AB,9,11,Yes
3752,AB,96,15,No
3753,AB,111,3,Yes
3754,CD,59,18,Yes
3755,CD,41,18,Yes
3756,AB,135,2,No
3757,CD,16,15,No
3758,CD,73,12,Yes
3759,CD,94,1,Yes
3760,AB,119,6,No
3761,AB,44,9,Yes
3762,AB,137,5,Yes
3763,AB,44,8,No
3764,AB,38,16,No
3765,AB,160,2,No
3766,CD,172,8,No
3767,AB,80,19,Yes
3768,CD,144,16,Yes
3769,CD,133,8,No
3770,AB,70,13,Yes
3771,CD,121,7,No
3772,CD,89,13,No
3773,AB,58,6,No
3774,CD,115,17,No
3775,CD,130,11,No
3776,AB,59,7,No
3777,AB,175,12,No
3778,AB,151,15,Yes
3779,CD,61,12,Yes
3780,CD,49,3,No
3781,CD,111,16,No
3782,CD,88,14,Yes
3783,CD,136,15,No
3784,CD,138,9,Yes
3785,AB,168,15,Yes
3786,AB,53,9,No
3787,AB,48,15,No
3788,AB,162,5,No
3789,AB,166,19,No
3790,AB,164,8,No
3791,AB,53,2,Yes
3792,AB,144,14,No
3793,CD,121,14,Yes
3794,AB,127,18,Yes
3795,CD,3,14,No
3796,AB,65,11,Yes
3797,AB,9,5,No
3798,CD,12,9,No
3799,CD,164,7,Yes
3800,AB,122,4,Yes
3801,AB,23,7,No
3802,AB,56,17,No
3803,CD,150,13,No
3804,AB,107,9,Yes
3805,AB,49,3,Yes
3806,AB,46,3,No
3807,CD,162,17,Yes
3808,CD,105,5,No
3809,CD,78,15,Yes
3810,AB,141,5,Yes
3811,AB,55,2,No
3812,AB,137,7,No
3813,AB,64,19,Yes
3814,CD,57,3,Yes
3815,CD,56,3,No
3816,AB,51,19,Yes
3817,AB,91,3,No
3818,AB,36,19,No
3819,CD,122,15,Yes
3820,CD,5,10,Yes
3821,AB,157,4,Yes
3822,AB,73,8,No
3823,AB,27,9,No
3824,CD,75,11,No
3825,CD,135,19,Yes
3826,CD,49,8,No
3827,CD,19,13,No
3828,CD,8,17,Yes
3829,CD,139,16,Yes
3830,AB,120,18,No
3831,CD,131,3,Yes
3832,CD,127,4,No
3833,AB,174,6,No
3834,AB,130,13,No
3835,AB,37,14,No
3836,AB,65,6,Yes
3837,AB,152,9,Yes
3838,CD,83,19,Yes
3839,AB,40,5,Yes
3840,CD,141,14,Yes
3841,AB,166,8,Yes
3842,AB,133,10,Yes
3843,CD,35,11,No
3844,AB,151,7,Yes
3845,CD,149,2,No
3846,CD,166,14,Yes
3847,CD,164,2,No
3848,AB,51,14,Yes
3849,AB,31,3,No
3850,AB,97,8,Yes
3851,CD,150,12,No
3852,AB,66,1,Yes
3853,AB,45,13,No
3854,AB,10,4,Yes
3855,AB,47,14,Yes
3856,CD,48,8,No
3857,CD,117,10,No
3858,CD,75,9,Yes
3859,AB,71,15,Yes
3860,AB,128,19,Yes
3861,AB,176,14,Yes
3862,CD,141,11,Yes
3863,AB,112,18,Yes
3864,AB,124,4,No
3865,AB,2,11,No
3866,AB,70,6,Yes
3867,CD,177,2,Yes
3868,AB,163,7,No
3869,AB,175,14,Yes
3870,AB,69,6,Yes
3871,AB,60,17,No
3872,AB,140,5,No
3873,CD,84,5,No
3874,AB,111,5,Yes
3875,AB,143,3,Yes
3876,AB,54,8,No
3877,CD,103,17,No
3878,AB,135,9,No
3879,CD,16,8,No
3880,AB,57,17,No
3881,CD,103,13,No
3882,AB,132,17,No
3883,CD,151,10,No
3884,CD,126,15,Yes
3885,AB,121,4,No
3886,AB,71,5,No
3887,AB,166,12,No
3888,AB,64,3,Yes
3889,AB,155,14,Yes
3890,CD,21,17,Yes
3891,CD,2,15,Yes
3892,CD,143,7,Yes
3893,CD,56,1,Yes
3894,CD,42,13,Yes
3895,CD,106,7,Yes
3896,CD,178,13,No
3897,AB,59,17,No
3898,CD,25,14,Yes
3899,AB,39,1,Yes
3900,AB,74,18,No
3901,CD,138,13,Yes
3902,CD,71,17,No
3903,AB,54,2,No
3904,AB,148,14,Yes
3905,AB,64,8,No
3906,AB,83,10,No
3907,AB,105,2,No
3908,CD,140,1,No
3909,AB,149,8,Yes
3910,AB,96,11,No
3911,CD,28,8,No
3912,AB,83,6,No
3913,AB,147,18,Yes
3914,AB,108,7,Yes
3915,AB,19,1,No
3916,AB,19,4,No
3917,CD,108,4,No
3918,AB,60,19,No
3919,CD,61,19,No
3920,AB,65,13,No
3921,AB,104,16,No
3922,CD,1,7,Yes
3923,AB,51,11,Yes
3924,CD,161,16,No
3925,AB,47,17,No
3926,AB,111,15,Yes
3927,AB,164,2,No
3928,AB,142,7,No
3929,AB,89,11,No
3930,AB,173,12,No
3931,CD,7,6,Yes
3932,AB,84,2,Yes
3933,CD,151,7,Yes
3934,AB,161,12,Yes
3935,CD,15,12,No
3936,CD,9,4,No
3937,CD,127,15,No
3938,AB,99,7,No
3939,AB,69,5,No
3940,AB,91,12,Yes
3941,AB,44,11,Yes
3942,CD,102,8,No
3943,CD,35,8,Yes
3944,CD,36,6,Yes
3945,AB,48,7,No
3946,AB,91,7,No
3947,AB,70,17,No
3948,AB,75,11,Yes
3949,CD,82,19,No
3950,CD,63,15,No
3951,CD,160,6,No
3952,CD,27,11,No
3953,CD,47,1,No
3954,CD,53,6,No
3955,CD,95,1,No
3956,AB,23,13,Yes
3957,CD,105,10,Yes
3958,AB,7,5,Yes
3959,AB,172,12,No
3960,AB,11,4,No
3961,AB,174,7,Yes
3962,CD,104,13,Yes
3963,CD,54,16,Yes
3964,AB,63,16,No
3965,AB,34,19,No
3966,AB,51,5,Yes
3967,AB,158,7,No
3968,AB,18,15,No
3969,CD,114,5,Yes
3970,AB,174,8,Yes
3971,CD,18,5,No
3972,AB,65,9,Yes
3973,AB,82,1,No
3974,AB,32,8,Yes
3975,AB,144,3,No
3976,AB,3,3,Yes
3977,CD,96,9,Yes
3978,CD,132,14,Yes
3979,AB,158,5,No
3980,CD,108,4,Yes
3981,CD,136,18,Yes
3982,CD,12,19,Yes
3983,AB,16,17,No
3984,AB,123,6,No
3985,CD,176,10,Yes
3986,CD,121,17,Yes
3987,AB,121,14,No
3988,AB,16,5,No
3989,CD,118,13,Yes
3990,AB,17,6,Yes
3991,CD,15,16,No
3992,CD,81,12,Yes
3993,AB,169,6,Yes
3994,CD,95,4,Yes
3995,AB,178,7,No
3996,AB,167,8,Yes
3997,AB,70,4,No
3998,CD,139,19,Yes
3999,CD,103,18,No
4000,AB,25,19,Yes
4001,AB,148,12,No
4002,CD,38,11,No
4003,AB,171,5,Yes
4004,CD,3,1,No
4005,CD,50,6,No
4006,AB,141,18,No
4007,AB,71,16,Yes
4008,AB,68,19,No
4009,CD,69,10,No
4010,AB,45,10,Yes
4011,AB,51,17,Yes
4012,CD,64,3,Yes
4013,AB,156,6,No
4014,CD,19,9,Yes
4015,CD,129,17,Yes
4016,AB,65,5,Yes
4017,CD,133,5,Yes
4018,AB,18,7,No
4019,AB,45,13,Yes
4020,CD,52,4,Yes
4021,AB,129,5,Yes
4022,CD,48,17,No
4023,CD,56,12,Yes
4024,AB,168,3,Yes
4025,CD,52,6,No
4026,AB,147,2,No
4027,CD,24,19,No
4028,AB,31,16,No
4029,AB,170,15,No
4030,AB,98,19,Yes
4031,CD,109,2,No
4032,CD,124,17,No
4033,AB,62,12,Yes
4034,AB,50,19,Yes
4035,AB,117,3,Yes
4036,CD,114,5,Yes
4037,AB,99,16,Yes
4038,CD,141,7,No
4039,CD,66,9,No
4040,CD,77,10,Yes
4041,AB,110,3,Yes
4042,AB,43,6,Yes
4043,AB,14,5,Yes
4044,AB,17,8,No
4045,AB,105,2,No
4046,CD,55,9,No
4047,AB,29,15,No
4048,CD,98,16,No
4049,AB,143,2,Yes
4050,AB,38,11,No
4051,AB,32,7,No
4052,CD,29,11,Yes
4053,AB,88,1,Yes
4054,CD,77,2,Yes
4055,CD,160,3,Yes
4056,CD,99,11,No
4057,AB,147,3,No
4058,AB,122,2,No
4059,CD,86,9,Yes
4060,CD,3,12,No
4061,CD,124,10,No
4062,AB,100,12,Yes
4063,AB,178,4,No
4064,AB,21,18,No
4065,CD,125,8,Yes
4066,AB,60,17,No
4067,AB,156,15,No
4068,CD,3,15,Yes
4069,CD,136,19,No
4070,CD,29,4,Yes
4071,CD,132,11,No
4072,AB,120,7,Yes
4073,CD,30,13,Yes
4074,CD,120,14,No
4075,CD,74,7,Yes
4076,CD,27,18,No
4077,CD,50,9,No
4078,AB,176,8,No
4079,AB,109,14,No
4080,AB,47,1,No
4081,AB,177,4,No
4082,CD,80,15,No
4083,CD,133,9,Yes
4084,AB,53,18,Yes
4085,AB,113,14,No
4086,AB,132,7,No
4087,CD,77,9,Yes
4088,CD,128,5,No
4089,CD,157,9,Yes
4090,AB,52,1,Yes
4091,AB,57,12,Yes
4092,AB,84,13,Yes
4093,CD,68,19,Yes
4094,AB,147,6,Yes
4095,AB,33,3,Yes
4096,AB,115,6,Yes
4097,CD,56,11,Yes
4098,CD,112,11,Yes
4099,CD,170,5,No
4100,CD,111,3,No
4101,AB,47,17,No
4102,CD,112,4,Yes
4103,AB,154,2,No
4104,AB,108,18,Yes
4105,AB,133,12,No
4106,AB,139,17,No
4107,CD,52,3,Yes
4108,CD,154,17,No
4109,CD,131,13,Yes
4110,CD,108,14,Yes
4111,AB,49,17,Yes
4112,CD,17,19,Yes
4113,AB,178,6,No
4114,AB,66,2,No
4115,AB,139,11,Yes
4116,AB,121,3,Yes
4117,CD,4,17,No
4118,CD,14,8,No
4119,CD,22,10,Yes
4120,AB,137,15,No
4121,CD,112,17,Yes
4122,AB,69,11,Yes
4123,CD,24,6,Yes
4124,CD,8,3,No
4125,CD,79,8,Yes
4126,CD,98,11,No
4127,AB,85,17,No
4128,AB,43,16,Yes
4129,AB,57,18,No
4130,CD,117,3,Yes
4131,CD,18,7,No
4132,AB,3,6,No
4133,CD,99,4,Yes
4134,CD,55,9,No
4135,CD,136,1,Yes
4136,AB,66,17,No
4137,CD,22,16,Yes
4138,AB,64,7,No
4139,AB,39,7,No
4140,AB,13,11,No
4141,CD,83,12,No
4142,CD,52,2,No
4143,AB,122,19,No
4144,AB,64,18,No
4145,AB,147,6,Yes
4146,CD,112,11,No
4147,AB,4,10,No
4148,CD,127,4,No
4149,AB,167,15,Yes
4150,AB,139,9,Yes
4151,AB,71,3,No
4152,AB,105,19,No
4153,CD,106,2,No
4154,AB,119,12,Yes
4155,AB,155,8,Yes
4156,AB,117,9,Yes
4157,CD,56,15,No
4158,CD,33,3,No
4159,CD,100,14,No
4160,CD,11,9,No
4161,CD,41,19,Yes
4162,AB,126,15,No
4163,AB,56,5,No
4164,CD,121,9,Yes
4165,CD,50,16,Yes
4166,AB,166,16,No
4167,AB,46,4,No
4168,AB,142,18,Yes
4169,CD,144,4,No
4170,CD,133,3,Yes
4171,CD,44,17,Yes
4172,AB,15,15,Yes
4173,AB,34,4,No
4174,CD,173,5,Yes
4175,AB,167,11,No
4176,AB,6,4,No
4177,AB,176,8,No
4178,CD,6,19,No
4179,AB,142,6,Yes
4180,AB,63,15,No
4181,AB,89,11,No
4182,AB,129,15,No
4183,AB,71,8,Yes
4184,CD,93,1,Yes
4185,CD,113,18,Yes
4186,AB,108,10,Yes
4187,AB,79,11,Yes
4188,AB,151,18,No
4189,AB,132,17,No
4190,CD,25,17,No
4191,AB,165,15,No
4192,CD,121,1,No
4193,AB,165,19,Yes
4194,CD,161,13,No
4195,CD,71,2,No
4196,AB,174,18,No
4197,CD,58,11,No
4198,AB,131,8,Yes
4199,AB,96,6,Yes
4200,AB,120,4,Yes
4201,CD,176,9,Yes
4202,CD,60,9,No
4203,AB,114,15,No
4204,CD,81,3,No
4205,CD,78,12,Yes
4206,AB,152,5,Yes
4207,CD,115,7,Yes
4208,CD,40,19,No
4209,AB,70,17,Yes
4210,CD,88,8,No
4211,CD,46,14,Yes
4212,CD,102,9,Yes
4213,AB,37,18,Yes
4214,AB,75,13,No
4215,CD,37,7,No
4216,AB,110,16,No
4217,CD,59,9,No
4218,CD,32,1,Yes
4219,CD,33,9,Yes
4220,CD,127,11,No
4221,AB,27,14,Yes
4222,AB,97,1,Yes
4223,CD,141,4,Yes
4224,CD,140,15,No
4225,AB,8,3,Yes
4226,CD,87,2,No
4227,AB,39,8,Yes
4228,AB,130,14,Yes
4229,CD,166,16,No
4230,AB,152,18,No
4231,AB,164,1,Yes
4232,CD,93,2,No
4233,CD,32,11,Yes
4234,AB,73,17,No
4235,CD,38,10,No
4236,CD,62,6,No
4237,AB,178,13,No
4238,AB,71,10,Yes
4239,AB,113,4,Yes
4240,AB,58,5,No
4241,AB,100,2,No
4242,CD,54,12,No
4243,AB,16,8,No
4244,CD,112,15,No
4245,CD,94,6,Yes
4246,AB,151,11,No
4247,CD,40,1,No
4248,AB,32,15,Yes
4249,AB,34,16,No
4250,AB,163,15,Yes
4251,AB,160,16,Yes
4252,CD,28,9,No
4253,CD,133,5,Yes
4254,AB,2,11,Yes
4255,AB,45,1,Yes
4256,AB,44,14,No
4257,AB,147,7,No
4258,AB,26,2,Yes
4259,CD,23,12,Yes
4260,AB,68,11,Yes
4261,CD,10,16,No
4262,CD,146,1,No
4263,CD,107,9,No
4264,AB,30,6,Yes
4265,AB,63,10,No
4266,AB,39,13,No
4267,AB,53,1,Yes
4268,CD,145,14,Yes
4269,CD,81,4,No
4270,CD,27,15,No
4271,CD,142,16,No
4272,AB,109,8,Yes
4273,AB,55,12,Yes
4274,AB,82,17,Yes
4275,AB,96,3,Yes
4276,CD,105,11,No
4277,AB,149,17,No
4278,CD,34,4,Yes
4279,AB,150,18,Yes
4280,AB,39,15,Yes
4281,AB,169,13,Yes
4282,AB,168,6,Yes
4283,AB,52,13,Yes
4284,AB,68,13,Yes
4285,AB,86,17,Yes
4286,AB,80,17,No
4287,AB,107,16,Yes
4288,CD,172,8,Yes
4289,CD,126,9,Yes
4290,CD,122,10,Yes
4291,CD,103,8,Yes
4292,AB,27,11,No
4293,CD,97,13,Yes
4294,CD,68,9,Yes
4295,CD,155,13,Yes
4296,AB,127,8,No
4297,CD,141,5,Yes
4298,CD,166,9,No
4299,AB,52,6,No
4300,CD,116,4,Yes
4301,CD,119,1,Yes
4302,AB,139,5,No
4303,AB,143,5,No
4304,AB,173,10,Yes
4305,CD,135,11,No
4306,AB,133,14,Yes
4307,CD,133,15,No
4308,AB,168,11,Yes
4309,CD,106,11,No
4310,CD,88,8,Yes
4311,AB,95,5,Yes
4312,AB,26,4,No
4313,AB,175,12,No
4314,AB,160,11,No
4315,CD,3,17,No
4316,AB,92,7,Yes
4317,AB,157,5,Yes
4318,AB,19,17,No
4319,CD,66,11,No
4320,CD,54,9,No
4321,AB,6,19,Yes
4322,AB,56,7,Yes
4323,CD,55,9,Yes
4324,AB,53,4,Yes
4325,AB,79,4,No
4326,AB,34,9,Yes
4327,AB,119,15,No
4328,AB,80,19,No
4329,AB,62,2,No
4330,CD,113,18,No
4331,CD,122,12,Yes
4332,CD,93,13,No
4333,CD,52,8,Yes
4334,AB,33,19,No
4335,CD,20,13,Yes
4336,AB,39,10,No
4337,CD,127,11,Yes
4338,CD,108,1,No
4339,CD,176,5,No
4340,CD,145,19,No
4341,CD,127,7,Yes
4342,AB,171,11,No
4343,AB,150,5,Yes
4344,CD,52,11,No
4345,AB,102,14,Yes
4346,AB,4,11,No
4347,AB,52,6,Yes
4348,CD,40,10,No
4349,CD,146,4,Yes
4350,CD,176,16,Yes
4351,CD,18,10,Yes
4352,CD,163,15,No
4353,AB,152,19,No
4354,CD,78,17,No
4355,AB,33,1,Yes
4356,CD,119,16,Yes
4357,CD,16,14,Yes
4358,CD,58,6,Yes
4359,CD,56,4,No
4360,CD,3,14,Yes
4361,AB,70,15,Yes
4362,CD,54,10,No
4363,CD,51,10,Yes
4364,CD,44,13,Yes
4365,AB,41,3,Yes
4366,AB,170,9,No
4367,AB,3,15,Yes
4368,AB,12,13,Yes
4369,AB,89,17,No
4370,CD,30,17,No
4371,CD,42,5,No
4372,CD,89,3,No
4373,AB,99,10,Yes
4374,CD,117,8,Yes
